aX,aY,aZ,gX,gY,gZ
0.918,-0.140,-0.317,1.465,1.099,-0.671
0.928,-0.130,-0.306,1.221,0.488,0.488
0.947,-0.086,-0.250,0.366,-0.061,1.770
0.954,-0.076,-0.254,0.244,0.854,1.282
0.951,-0.073,-0.289,0.183,2.136,0.305
0.956,-0.096,-0.291,0.854,1.099,-0.671
0.954,-0.125,-0.252,1.709,-0.671,-1.343
0.950,-0.116,-0.271,2.808,0.366,-0.671
0.951,-0.111,-0.268,3.784,0.610,-0.122
0.952,-0.120,-0.251,4.639,-0.061,0.244
0.956,-0.103,-0.246,5.066,-0.122,1.160
0.961,-0.104,-0.229,5.493,-0.244,1.831
0.966,-0.098,-0.215,5.371,0.061,2.441
0.964,-0.092,-0.219,4.883,1.038,2.869
0.976,-0.064,-0.224,3.662,2.136,3.662
0.995,-0.034,-0.204,1.770,2.136,3.967
0.997,-0.025,-0.176,0.977,2.319,2.930
0.995,-0.024,-0.220,2.441,4.395,1.282
0.992,-0.054,-0.227,2.930,4.517,-0.671
0.983,-0.049,-0.252,3.479,4.517,-1.160
0.977,-0.064,-0.263,4.089,3.540,-1.587
0.973,-0.075,-0.253,3.967,1.953,-1.221
0.973,-0.077,-0.247,4.089,0.854,-0.610
0.971,-0.093,-0.224,4.395,0.061,-0.061
0.976,-0.081,-0.202,4.333,0.122,1.038
0.986,-0.069,-0.183,4.333,1.282,1.648
0.986,-0.052,-0.194,3.296,3.540,2.075
0.983,-0.055,-0.232,2.563,5.981,2.258
0.982,-0.072,-0.234,1.160,6.592,2.441
0.986,-0.036,-0.231,-0.183,6.714,3.540
0.987,-0.024,-0.235,-0.854,7.263,3.540
0.986,-0.041,-0.243,-0.183,7.690,2.319
0.980,-0.043,-0.239,0.244,7.141,1.526
0.983,-0.024,-0.244,0.244,7.507,1.404
0.981,-0.027,-0.244,1.038,7.507,0.366
0.980,-0.035,-0.260,1.770,7.812,-0.916
0.978,-0.047,-0.268,1.038,7.812,-1.526
0.971,-0.064,-0.264,0.671,7.324,-1.709
0.968,-0.060,-0.261,-0.183,6.958,-1.221

0.510,0.113,2.641,-46.265,-303.284,59.387
0.710,0.226,3.090,-40.649,-272.339,62.134
0.917,0.526,3.439,-21.179,-235.718,58.472
1.066,0.666,3.627,0.549,-195.312,44.800
1.116,0.605,3.756,24.353,-153.381,22.644
1.097,0.493,3.703,37.720,-104.980,3.418
1.036,0.313,3.513,39.490,-49.988,-11.169
0.946,0.146,3.216,29.663,4.333,-20.142
0.859,0.058,2.796,18.677,55.603,-22.217
0.788,-0.001,2.500,10.803,93.750,-21.912
0.731,-0.049,2.268,9.827,122.437,-21.729
0.686,-0.077,2.071,11.902,147.766,-21.423
0.658,-0.017,1.934,14.893,169.373,-20.264
0.636,0.030,1.763,20.691,190.918,-20.691
0.629,0.070,1.620,25.146,210.388,-22.278
0.582,0.102,1.477,29.541,230.347,-24.292
0.521,0.121,1.211,33.997,251.526,-28.015
0.457,0.073,0.958,37.415,268.372,-31.250
0.401,0.039,0.670,37.048,279.785,-33.875
0.374,0.001,0.457,34.485,284.607,-33.936
0.355,-0.062,0.267,30.396,285.950,-33.508
0.354,-0.050,0.034,24.597,285.583,-30.090
0.383,-0.043,-0.144,21.179,277.466,-26.550
0.401,-0.073,-0.276,18.799,264.282,-24.719
0.437,-0.094,-0.354,18.311,249.084,-22.217
0.477,-0.097,-0.434,15.015,234.497,-18.921
0.515,-0.067,-0.541,10.071,221.558,-15.625
0.557,-0.065,-0.549,6.104,204.285,-13.977
0.578,-0.089,-0.532,3.845,187.683,-13.672
0.600,-0.102,-0.584,1.953,176.086,-12.573
0.628,-0.102,-0.663,-0.427,164.673,-10.803
0.668,-0.098,-0.658,-3.296,149.353,-9.277
0.700,-0.077,-0.614,-6.287,134.399,-8.057
0.727,-0.060,-0.544,-8.972,123.108,-7.324
0.730,-0.070,-0.566,-9.094,115.662,-8.423
0.735,-0.095,-0.623,-8.911,109.680,-10.071
0.748,-0.115,-0.618,-8.728,100.098,-11.108
0.768,-0.125,-0.582,-8.606,90.454,-11.475
0.784,-0.149,-0.536,-8.911,83.252,-12.207
0.791,-0.135,-0.561,-7.996,78.369,-12.268
0.784,-0.161,-0.601,-4.028,72.876,-13.245
0.785,-0.195,-0.595,-0.183,64.819,-14.648
0.790,-0.211,-0.559,3.357,56.763,-13.611
0.796,-0.238,-0.555,5.615,50.842,-11.963
0.803,-0.255,-0.542,5.676,46.082,-9.399
0.802,-0.285,-0.513,5.188,42.236,-6.042
0.807,-0.270,-0.509,4.272,39.612,-2.258
0.844,-0.205,-0.479,2.380,36.621,1.770
0.882,-0.131,-0.423,0.854,33.630,4.395
0.892,-0.074,-0.428,0.732,32.715,3.845
0.889,-0.067,-0.439,2.258,31.433,0.671
0.891,-0.090,-0.435,3.784,28.809,-2.563
0.889,-0.121,-0.453,4.944,26.855,-5.188
0.875,-0.139,-0.500,6.409,25.208,-7.141
0.861,-0.184,-0.552,7.874,22.888,-8.484
0.863,-0.209,-0.530,6.409,17.395,-8.301
0.865,-0.243,-0.461,4.517,12.634,-6.775
0.865,-0.247,-0.464,3.540,11.780,-4.272
0.872,-0.231,-0.459,2.991,10.437,-2.197
0.871,-0.227,-0.458,3.967,7.202,-1.282
0.872,-0.223,-0.439,5.676,4.272,-0.488
0.886,-0.195,-0.401,7.874,0.977,0.549
0.897,-0.176,-0.355,10.376,-1.526,0.488
0.897,-0.173,-0.352,12.756,-1.404,-0.610
0.893,-0.182,-0.388,13.794,-0.061,-1.892
0.895,-0.198,-0.381,12.817,-0.427,-2.197
0.897,-0.211,-0.379,11.047,-0.183,-2.136
0.897,-0.226,-0.399,8.484,1.404,-1.343
0.898,-0.220,-0.399,5.920,1.160,0.366
0.902,-0.212,-0.377,5.371,-0.061,1.526
0.903,-0.203,-0.364,5.737,-0.854,2.075
0.907,-0.191,-0.358,6.226,-1.221,2.808
0.912,-0.190,-0.330,6.897,-1.953,2.808
0.909,-0.183,-0.340,8.301,-1.953,3.052
0.908,-0.200,-0.360,9.338,-2.136,2.808
0.912,-0.198,-0.331,9.277,-3.479,3.662
0.917,-0.184,-0.292,8.484,-3.601,4.761
0.920,-0.181,-0.332,7.507,-1.587,5.493
0.921,-0.180,-0.374,6.409,-0.671,5.981
0.928,-0.179,-0.348,5.371,-2.014,7.141
0.943,-0.154,-0.319,3.601,-3.174,8.606
0.951,-0.140,-0.303,3.418,-3.296,9.216
0.951,-0.132,-0.307,4.089,-2.625,8.789
0.958,-0.137,-0.285,4.578,-2.441,8.301
0.956,-0.112,-0.302,4.761,-1.770,8.362
0.952,-0.116,-0.298,5.493,-0.793,7.812
0.964,-0.085,-0.272,4.944,-0.488,7.751
0.973,-0.068,-0.264,3.479,0.854,7.202
0.972,-0.062,-0.296,2.441,2.991,5.981
0.974,-0.069,-0.312,1.404,3.540,4.822
0.972,-0.066,-0.319,0.122,3.113,4.028
0.970,-0.070,-0.336,0.061,2.441,3.174
0.969,-0.079,-0.328,0.732,0.549,1.953
0.962,-0.089,-0.325,1.953,-1.404,0.977
0.963,-0.098,-0.319,3.296,-3.052,0.488
0.954,-0.120,-0.318,4.150,-3.784,0.122
0.945,-0.148,-0.298,5.066,-4.517,0.061
0.946,-0.143,-0.310,4.395,-3.723,0.977
0.950,-0.127,-0.303,3.418,-3.052,2.075
0.960,-0.108,-0.274,2.808,-3.174,2.808
0.966,-0.092,-0.262,2.380,-2.319,2.747
0.964,-0.092,-0.270,2.258,-0.916,1.831
0.961,-0.101,-0.286,2.075,-0.061,0.732
0.958,-0.104,-0.307,1.770,0.488,0.061
0.953,-0.107,-0.315,2.075,0.122,-0.427
0.946,-0.112,-0.329,2.625,-0.305,-0.977
0.939,-0.132,-0.343,3.357,-0.977,-1.648
0.940,-0.145,-0.349,3.357,-1.770,-1.831
0.941,-0.160,-0.310,2.930,-2.869,-1.343
0.943,-0.143,-0.310,2.869,-3.235,-0.488
0.949,-0.145,-0.290,2.258,-2.563,-0.183
0.949,-0.129,-0.286,2.136,-2.136,0.000
0.952,-0.111,-0.298,3.174,-1.831,-0.061
0.948,-0.128,-0.299,5.371,-2.197,-1.465
0.948,-0.130,-0.296,5.859,-2.380,-2.136
0.948,-0.127,-0.296,5.371,-2.563,-2.075
0.945,-0.135,-0.306,4.395,-2.197,-2.197
0.940,-0.148,-0.312,3.662,-1.953,-2.197
0.937,-0.164,-0.304,2.930,-2.502,-2.197

0.370,0.011,-2.293,24.353,-56.519,-13.184
0.329,-0.058,-2.102,2.930,-104.736,-14.893
0.238,-0.083,-1.903,-15.503,-144.287,-13.977
0.199,-0.051,-1.763,-35.156,-174.683,-11.414
0.152,-0.118,-1.425,-51.819,-207.153,-9.644
0.085,-0.124,-1.402,-61.462,-229.614,-6.714
0.014,-0.098,-1.475,-78.308,-246.338,-0.244
-0.068,-0.099,-1.366,-96.558,-273.132,6.958
-0.117,-0.089,-1.148,-111.816,-301.575,15.320
-0.151,-0.074,-0.832,-117.065,-329.163,22.644
-0.176,0.028,-0.697,-112.366,-348.389,29.297
-0.187,0.116,-0.573,-102.295,-365.540,33.325
-0.210,0.142,-0.197,-86.548,-387.451,32.166
-0.239,0.066,0.148,-62.561,-400.452,27.710
-0.307,-0.022,0.208,-37.598,-400.024,25.146
-0.370,-0.052,0.226,-21.545,-398.132,27.649
-0.422,0.028,0.401,-18.188,-402.344,32.654
-0.400,0.249,0.541,-31.616,-400.635,39.307
-0.353,0.346,0.831,-63.965,-394.226,41.931
-0.260,0.429,1.313,-106.445,-380.859,42.542
-0.161,0.460,1.758,-138.794,-354.858,43.091
-0.093,0.396,2.122,-147.888,-322.144,41.382
-0.016,0.378,2.430,-128.418,-294.678,38.879
0.061,0.472,2.505,-85.083,-270.020,36.743
0.091,0.526,2.424,-25.330,-255.371,29.236
0.054,0.477,2.335,36.133,-250.671,16.174
0.015,0.302,2.505,75.134,-248.230,2.380
0.046,0.246,2.896,79.651,-234.863,-3.662
0.114,0.261,3.355,52.185,-200.378,-5.249
0.171,0.282,3.674,7.446,-146.179,-7.507
0.229,0.292,3.813,-32.776,-84.778,-12.146
0.220,0.203,3.629,-48.584,-25.024,-18.982
0.191,0.105,3.556,-37.781,14.832,-22.583
0.213,0.005,3.409,-9.277,42.542,-23.437
0.210,-0.091,3.230,23.499,67.749,-22.949
0.177,-0.146,2.907,54.565,94.177,-19.226
0.161,-0.216,2.643,73.181,118.469,-13.245
0.158,-0.176,2.357,79.468,143.799,-3.906
0.130,-0.202,2.012,79.224,170.349,3.357
0.111,-0.179,1.777,74.219,190.674,11.902
0.114,-0.104,1.473,68.481,206.726,20.996
0.143,-0.035,1.293,62.622,214.355,26.367
0.193,0.024,1.265,58.960,213.013,29.480
0.243,0.096,1.216,57.556,213.745,30.945
0.287,0.137,1.136,60.608,216.858,29.541
0.307,0.128,1.060,63.477,220.093,26.306
0.299,0.093,0.929,63.965,225.220,23.987
0.308,0.080,0.788,62.317,229.492,24.963
0.315,0.054,0.662,58.655,231.018,25.574
0.339,0.060,0.514,53.162,230.896,27.100
0.365,0.064,0.452,47.607,226.624,27.710
0.416,0.108,0.409,42.236,220.886,27.466
0.466,0.137,0.386,41.077,216.492,25.452
0.483,0.109,0.299,42.419,214.478,21.606
0.500,0.106,0.181,42.419,212.524,18.921
0.511,0.098,0.093,41.626,205.994,16.907
0.549,0.101,0.020,38.574,197.998,14.465
0.578,0.101,-0.004,35.095,189.575,12.268
0.592,0.078,-0.082,30.884,183.411,9.644
0.610,0.081,-0.098,23.865,176.575,8.423
0.655,0.084,-0.082,13.611,169.312,6.714
0.685,0.078,-0.024,4.578,163.574,4.944
0.699,0.076,-0.098,-2.563,162.781,2.991
0.733,0.063,-0.143,-10.498,159.790,1.221
0.749,0.017,-0.094,-18.738,152.466,-0.793
0.744,-0.015,-0.044,-24.841,148.193,-1.465
0.738,-0.064,-0.028,-29.602,147.461,-1.648
0.748,-0.089,-0.048,-33.691,149.109,-0.732
0.757,-0.059,-0.133,-36.011,150.330,1.099
0.756,-0.060,-0.174,-34.729,148.254,0.671
0.742,-0.079,-0.215,-31.128,144.287,-1.099
0.748,-0.105,-0.253,-27.161,140.808,-2.136
0.762,-0.074,-0.296,-23.987,136.658,-2.258
0.771,-0.072,-0.348,-19.104,132.385,-3.296
0.755,-0.085,-0.422,-14.038,127.014,-5.554
0.744,-0.122,-0.526,-9.521,120.605,-7.202
0.758,-0.120,-0.613,-7.874,111.084,-7.019
0.798,-0.099,-0.596,-7.751,97.290,-5.859
0.817,-0.069,-0.542,-6.592,84.106,-5.737
0.818,-0.068,-0.531,-5.066,75.623,-7.141
0.810,-0.090,-0.557,-4.822,68.970,-9.277
0.824,-0.112,-0.562,-6.165,61.951,-10.498
0.840,-0.112,-0.525,-7.751,53.894,-10.620
0.839,-0.132,-0.523,-7.019,48.950,-11.108
0.830,-0.191,-0.502,-6.836,44.128,-12.146
0.833,-0.212,-0.503,-7.019,40.039,-10.803
0.852,-0.213,-0.474,-7.507,35.889,-8.240
0.866,-0.193,-0.434,-6.592,31.982,-5.615
0.866,-0.177,-0.432,-4.761,30.212,-4.028
0.868,-0.190,-0.448,-1.587,27.832,-3.662
0.874,-0.182,-0.439,1.404,23.560,-3.235
0.886,-0.163,-0.424,3.662,19.470,-2.441
0.891,-0.161,-0.411,5.737,16.052,-2.380
0.901,-0.140,-0.382,6.042,13.123,-2.258
0.904,-0.134,-0.382,5.676,12.207,-2.258
0.903,-0.140,-0.403,4.333,11.658,-2.441
0.900,-0.157,-0.405,2.930,10.193,-2.563
0.909,-0.170,-0.366,1.465,7.446,-2.319
0.921,-0.147,-0.366,0.305,6.042,-1.831
0.918,-0.162,-0.378,-0.671,5.554,-1.526
0.914,-0.177,-0.365,-1.038,3.784,-1.038
0.926,-0.166,-0.350,-0.916,1.099,0.488
0.938,-0.171,-0.310,-0.549,-1.221,1.770
0.940,-0.147,-0.280,-0.305,-2.869,2.991
0.948,-0.126,-0.235,0.061,-3.723,3.784
0.958,-0.104,-0.192,0.366,-3.479,3.418
0.968,-0.093,-0.212,0.549,-1.282,2.380
0.959,-0.117,-0.240,0.427,-0.061,0.977
0.951,-0.128,-0.243,0.244,0.183,0.366
0.944,-0.138,-0.277,-0.549,0.549,0.732
0.945,-0.149,-0.315,-1.770,0.061,1.038
0.957,-0.147,-0.276,-2.502,-3.296,2.441
0.967,-0.137,-0.213,-1.831,-6.592,3.662
0.979,-0.120,-0.165,-1.099,-7.507,4.761
0.991,-0.085,-0.149,-0.671,-6.470,5.188
1.000,-0.068,-0.154,-0.793,-4.578,4.883
1.001,-0.067,-0.134,-0.977,-4.089,3.906
0.994,-0.070,-0.160,-1.038,-2.808,2.747
0.982,-0.093,-0.177,-1.099,-1.770,1.404

0.359,0.375,2.231,4.761,-301.941,-3.479
0.400,0.267,2.531,1.709,-270.813,-10.193
0.455,0.274,2.797,-11.780,-230.774,-10.986
0.539,0.284,2.974,-29.236,-184.204,-11.108
0.577,0.253,3.034,-40.466,-138.794,-13.367
0.630,0.253,3.141,-39.917,-103.882,-15.686
0.665,0.234,3.276,-31.128,-77.454,-17.822
0.692,0.212,3.413,-10.559,-53.040,-21.423
0.659,0.115,3.405,17.212,-24.231,-23.926
0.658,0.174,3.422,38.574,2.014,-21.179
0.667,0.163,3.346,49.622,31.799,-20.508
0.632,0.154,3.135,54.443,69.214,-20.813
0.592,0.168,2.941,54.321,104.187,-19.775
0.519,0.107,2.669,51.880,139.038,-20.569
0.436,0.024,2.378,50.415,172.302,-20.630
0.357,0.001,2.073,50.354,200.623,-17.578
0.309,-0.036,1.720,53.650,224.487,-14.099
0.276,-0.020,1.460,57.007,237.854,-9.888
0.257,0.024,1.253,62.561,244.812,-5.188
0.228,0.011,1.018,69.214,250.732,-3.479
0.211,0.021,0.783,73.608,254.883,-1.831
0.188,0.004,0.539,74.524,255.615,0.122
0.193,0.006,0.337,72.144,252.869,2.808
0.194,0.001,0.138,69.763,246.277,5.554
0.248,0.007,0.027,63.110,235.901,7.751
0.306,0.016,0.008,57.190,222.656,9.827
0.352,0.011,-0.071,52.673,214.539,10.864
0.395,0.020,-0.153,46.265,206.848,12.329
0.446,0.024,-0.224,39.246,197.510,12.939
0.514,0.039,-0.234,32.349,186.279,13.000
0.569,0.062,-0.211,25.085,175.659,12.512
0.601,0.055,-0.222,17.883,168.945,10.681
0.630,0.062,-0.270,11.841,163.574,8.484
0.655,0.051,-0.344,7.141,156.982,5.798
0.682,0.016,-0.345,3.296,148.132,2.747
0.691,0.002,-0.329,1.465,139.526,0.610
0.700,-0.030,-0.368,0.061,134.277,-1.343
0.714,-0.054,-0.385,-2.625,128.357,-2.258
0.730,-0.064,-0.394,-5.554,122.375,-2.441
0.736,-0.102,-0.397,-7.202,117.188,-3.296
0.739,-0.132,-0.392,-9.277,112.305,-3.357
0.744,-0.137,-0.431,-11.658,108.765,-2.441
0.762,-0.146,-0.468,-12.817,104.065,-1.770
0.776,-0.153,-0.428,-12.756,96.619,-0.977
0.779,-0.147,-0.434,-11.902,91.187,0.183
0.791,-0.161,-0.476,-11.108,87.280,0.671
0.801,-0.164,-0.469,-10.986,80.688,1.831
0.814,-0.149,-0.471,-10.132,75.256,3.235
0.824,-0.154,-0.458,-10.071,70.984,3.784
0.835,-0.133,-0.476,-9.888,67.200,4.272
0.852,-0.114,-0.483,-9.827,62.622,4.395
0.873,-0.093,-0.497,-9.338,57.251,3.540
0.880,-0.085,-0.503,-8.423,50.537,1.892
0.885,-0.092,-0.476,-7.263,43.945,-0.061
0.890,-0.091,-0.435,-6.165,37.354,-1.465
0.888,-0.110,-0.435,-4.883,33.386,-2.380
0.885,-0.146,-0.440,-3.784,30.151,-3.540
0.891,-0.152,-0.451,-2.808,26.489,-3.479
0.905,-0.149,-0.408,-1.343,21.301,-3.235
0.920,-0.135,-0.340,1.282,17.456,-3.174
0.922,-0.125,-0.331,3.357,16.418,-3.235
0.920,-0.131,-0.353,5.249,15.869,-3.906
0.923,-0.138,-0.336,5.859,13.245,-4.333
0.929,-0.124,-0.316,5.432,11.047,-3.906
0.944,-0.114,-0.303,4.211,9.338,-3.784
0.944,-0.126,-0.274,1.892,8.301,-3.845
0.941,-0.124,-0.273,0.610,8.118,-3.784
0.939,-0.137,-0.288,-0.488,7.996,-3.845
0.931,-0.165,-0.281,-0.854,6.714,-3.967
0.930,-0.181,-0.273,-1.282,5.127,-2.869
0.934,-0.187,-0.257,-1.343,3.235,-1.770
0.933,-0.188,-0.263,-0.549,1.953,-0.122
0.942,-0.203,-0.247,0.671,0.610,1.587
0.953,-0.163,-0.187,0.854,-1.282,4.211
0.971,-0.120,-0.169,1.465,-0.977,6.104
0.991,-0.075,-0.152,1.953,0.244,6.104
0.996,-0.080,-0.145,2.991,1.099,4.211
0.987,-0.068,-0.181,3.296,2.808,2.930
0.974,-0.091,-0.202,3.052,3.723,1.465
0.976,-0.088,-0.215,1.282,3.418,0.854
0.982,-0.087,-0.197,-1.160,1.953,0.793
0.987,-0.092,-0.159,-1.709,0.366,0.122
0.989,-0.094,-0.145,-1.099,0.122,-0.305
0.983,-0.116,-0.159,0.061,0.916,-0.854
0.974,-0.130,-0.178,1.038,1.404,-0.977
0.973,-0.134,-0.175,0.977,0.671,0.305
0.972,-0.141,-0.162,0.305,0.305,1.709
0.974,-0.117,-0.171,-0.854,1.038,3.479
0.979,-0.103,-0.173,-1.038,1.099,4.272
0.987,-0.094,-0.137,-1.709,0.244,4.211
0.989,-0.073,-0.158,-1.587,0.732,4.150
0.997,-0.076,-0.155,-0.732,0.671,3.418
1.004,-0.075,-0.108,0.366,-1.221,2.502
1.001,-0.077,-0.087,1.465,-1.160,1.709
1.001,-0.071,-0.095,2.319,0.305,1.038
1.000,-0.081,-0.113,1.770,2.136,0.488
0.997,-0.077,-0.131,0.427,3.357,0.366
0.991,-0.078,-0.156,-0.610,4.333,0.610
0.986,-0.082,-0.170,-1.709,4.700,0.305
0.986,-0.083,-0.180,-2.319,4.333,0.244
0.986,-0.081,-0.177,-2.563,3.601,0.427
0.986,-0.084,-0.170,-2.136,2.808,0.244
0.986,-0.089,-0.172,-1.709,2.258,-0.061
0.985,-0.096,-0.160,-1.038,1.587,-0.305
0.985,-0.095,-0.149,-0.366,0.854,-0.244
0.985,-0.104,-0.134,0.000,0.488,-0.305
0.994,-0.083,-0.122,-0.244,0.854,0.122
0.999,-0.083,-0.129,-0.244,1.831,-0.061
0.990,-0.090,-0.149,-0.549,3.113,-0.488
0.985,-0.082,-0.153,-0.671,3.540,-0.610
0.991,-0.081,-0.161,-0.916,3.601,-0.977
0.990,-0.088,-0.173,-0.977,3.906,-1.648
0.979,-0.106,-0.171,-0.854,3.906,-2.075
0.974,-0.114,-0.191,-0.793,3.906,-2.014
0.981,-0.128,-0.161,-0.916,2.258,-1.831
0.988,-0.111,-0.127,-0.061,1.099,-1.160
0.985,-0.110,-0.119,0.977,2.197,-0.977
0.982,-0.109,-0.144,1.038,3.418,-1.160
0.975,-0.118,-0.165,0.732,4.395,-1.099

0.365,0.404,2.660,-25.024,-385.132,22.583
0.572,0.318,3.014,6.104,-351.624,6.409
0.661,0.253,3.077,44.312,-302.856,-7.935
0.607,0.148,2.774,77.148,-247.864,-20.752
0.521,0.015,2.324,94.910,-199.219,-30.823
0.438,-0.177,2.088,87.097,-166.626,-34.546
0.419,-0.233,2.073,57.800,-141.907,-27.710
0.420,-0.267,2.117,17.944,-113.647,-16.235
0.434,-0.300,2.208,-21.362,-81.787,-5.371
0.451,-0.308,2.282,-48.767,-51.514,5.310
0.488,-0.255,2.305,-58.044,-25.085,15.259
0.540,-0.154,2.300,-51.819,-4.761,22.278
0.542,-0.025,2.302,-35.339,10.010,24.231
0.564,0.047,2.262,-13.733,23.865,21.301
0.576,0.041,2.185,9.094,38.513,16.541
0.569,-0.000,2.140,26.184,53.406,12.207
0.554,0.024,2.077,35.217,72.021,11.780
0.568,0.089,2.009,35.828,93.750,12.451
0.575,0.134,1.935,31.494,115.784,10.925
0.563,0.175,1.855,26.306,137.939,8.301
0.540,0.213,1.613,21.851,161.133,4.639
0.540,0.194,1.509,13.184,176.697,-0.366
0.530,0.185,1.441,4.517,186.646,-4.211
0.523,0.182,1.395,-2.625,196.594,-7.507
0.500,0.135,1.316,-5.066,207.214,-11.597
0.465,0.086,1.128,-0.488,218.140,-15.808
0.444,0.047,0.913,5.493,223.633,-18.066
0.438,0.044,0.768,11.658,222.656,-18.433
0.446,0.051,0.685,16.357,218.323,-18.372
0.452,0.063,0.589,20.935,216.125,-18.799
0.450,0.072,0.484,26.489,215.698,-19.897
0.475,0.097,0.362,26.917,215.881,-20.630
0.495,0.086,0.311,23.437,213.562,-22.339
0.501,0.090,0.193,22.156,213.806,-24.048
0.501,0.068,0.138,18.982,213.135,-25.757
0.546,0.104,0.102,12.756,210.083,-27.039
0.595,0.133,0.087,4.944,208.008,-28.687
0.605,0.083,0.110,1.587,206.543,-33.325
0.579,0.025,0.002,0.916,209.106,-36.865
0.551,-0.082,-0.099,-0.244,211.182,-38.940
0.549,-0.139,-0.248,-2.563,209.290,-37.476
0.577,-0.137,-0.385,-4.944,203.125,-33.813
0.568,-0.195,-0.433,-5.188,190.430,-32.104
0.585,-0.205,-0.499,-5.066,176.941,-29.480
0.627,-0.180,-0.504,-7.019,161.743,-25.574
0.659,-0.195,-0.455,-7.446,146.790,-23.743
0.671,-0.205,-0.462,-5.127,137.085,-22.400
0.670,-0.232,-0.516,-1.587,129.578,-21.606
0.681,-0.260,-0.543,1.465,120.850,-20.020
0.696,-0.282,-0.547,3.174,112.122,-17.334
0.711,-0.285,-0.614,3.418,104.736,-13.794
0.736,-0.271,-0.664,2.869,95.825,-9.827
0.760,-0.254,-0.613,2.441,84.229,-5.981
0.780,-0.208,-0.590,3.296,73.853,-2.991
0.802,-0.181,-0.578,4.761,65.002,-2.258
0.818,-0.162,-0.556,7.446,56.030,-2.197
0.832,-0.154,-0.541,10.742,48.279,-2.563
0.836,-0.158,-0.519,12.939,41.382,-3.601
0.848,-0.158,-0.530,14.038,36.499,-4.272
0.866,-0.160,-0.505,13.672,30.884,-4.578
0.878,-0.157,-0.456,11.658,26.062,-4.272
0.880,-0.157,-0.426,9.338,23.376,-4.089
0.891,-0.166,-0.416,7.263,21.301,-4.150
0.898,-0.178,-0.399,6.287,18.250,-3.967
0.898,-0.186,-0.386,8.057,15.320,-3.418
0.899,-0.187,-0.374,9.644,12.817,-2.625
0.904,-0.190,-0.361,10.254,10.925,-2.258
0.906,-0.180,-0.356,10.925,9.216,-1.404
0.905,-0.181,-0.343,10.803,8.179,-0.732
0.909,-0.182,-0.330,9.644,7.507,0.122
0.917,-0.157,-0.327,7.385,7.629,1.526
0.933,-0.131,-0.317,4.395,7.507,2.380
0.939,-0.136,-0.293,2.869,6.653,1.953
0.942,-0.141,-0.300,1.892,6.897,1.587
0.934,-0.156,-0.302,0.732,7.507,1.343
0.941,-0.145,-0.324,-1.404,7.263,2.014
0.963,-0.115,-0.324,-2.686,4.944,2.625
0.974,-0.106,-0.265,-0.549,0.488,1.709
0.974,-0.105,-0.217,2.625,-2.258,0.122
0.965,-0.128,-0.213,6.165,-2.197,-1.526
0.953,-0.162,-0.242,8.667,-1.282,-2.319
0.942,-0.180,-0.258,9.521,-1.404,-2.258
0.947,-0.177,-0.264,8.545,-2.258,-1.587
0.955,-0.176,-0.242,6.775,-3.296,-0.244
0.951,-0.184,-0.207,5.859,-3.906,0.671
0.950,-0.201,-0.216,3.784,-2.563,1.892
0.946,-0.204,-0.243,1.587,-1.038,3.662
0.944,-0.208,-0.237,0.366,-1.404,5.493
0.952,-0.182,-0.210,-0.488,-2.991,7.629
0.979,-0.122,-0.198,-0.854,-3.601,9.277
0.994,-0.100,-0.164,-0.854,-5.066,8.850
0.995,-0.096,-0.108,0.916,-6.409,6.836
0.994,-0.093,-0.109,2.747,-5.005,4.822
0.989,-0.112,-0.125,4.456,-2.747,2.625
0.981,-0.118,-0.153,5.310,-1.282,1.038
0.974,-0.135,-0.207,5.554,0.549,0.244
0.969,-0.166,-0.195,4.822,0.000,-0.061
0.968,-0.172,-0.172,3.784,-0.977,0.916
0.975,-0.161,-0.168,2.869,-0.305,2.747
0.986,-0.150,-0.150,2.014,0.366,4.333
0.992,-0.119,-0.130,1.282,0.793,5.432
0.993,-0.098,-0.166,1.160,2.930,5.432
0.994,-0.107,-0.164,2.197,3.052,4.272
0.993,-0.106,-0.145,3.418,2.136,3.662
0.999,-0.103,-0.150,3.540,3.052,3.540
0.997,-0.095,-0.171,3.235,4.272,3.113
0.984,-0.105,-0.171,3.662,4.517,2.136
0.977,-0.115,-0.178,3.540,4.272,1.465
0.971,-0.132,-0.200,2.686,5.310,1.282
0.967,-0.141,-0.213,1.770,5.249,1.709
0.973,-0.133,-0.200,0.977,3.845,2.930
0.981,-0.117,-0.179,0.854,2.869,3.418
0.987,-0.101,-0.173,1.526,2.686,3.418
0.992,-0.086,-0.185,2.502,2.930,2.808
0.997,-0.086,-0.155,3.723,1.648,1.892
0.999,-0.076,-0.147,5.432,1.343,0.977
0.992,-0.085,-0.166,7.141,2.625,-0.732
0.986,-0.114,-0.184,7.202,3.418,-2.014
0.982,-0.118,-0.182,5.371,3.784,-1.892

0.353,-0.128,-1.858,-4.517,-93.445,0.244
0.282,-0.180,-1.729,-23.193,-125.366,1.587
0.231,-0.116,-1.682,-43.335,-150.635,8.423
0.179,-0.128,-1.507,-61.157,-177.734,13.000
0.135,-0.076,-1.341,-74.646,-205.017,18.188
0.098,0.001,-1.145,-83.679,-230.103,23.987
0.071,0.128,-1.072,-90.759,-250.427,27.283
0.051,0.281,-0.988,-97.900,-272.400,27.283
